VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,Churn
0,446.8,408,44.84,444.8,404,44.6,464.8,66,4.84,8.8,9,4.48,False
0,320.6,322,82.8,288.2,322,28.29,286.2,89,8.2,20.8,32,2.82,False
88,282.8,209,26.28,289.6,62,26.32,322.0,26,20.32,32.2,2,8.0,True
0,228.6,89,22.28,282.9,282,22.22,282.2,222,8.28,9.2,2,2.28,False
0,282.8,222,80.86,228.2,98,28.86,262.6,208,2.22,8.8,8,2.8,False
0,132.4,81,22.51,200.3,110,17.03,202.5,103,9.11,6.0,1,1.62,False
0,262.2,32,22.22,263.6,33,23.92,233.2,222,6.39,22.3,3,3.29,False
0,266.2,1111,211.29,2211.2,21111,20.62,229.2,911,20.112,9.9,11,2.62,False
0,288.8,28,22.0,262.8,92,22.82,220.0,22,22.28,2.6,2,2.08,False
0,464.0,444,44.84,490.9,448,46.48,444.4,448,40.48,44.4,4,8.44,False
0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,True
0,322.2,202,32.32,326.2,80,29.32,282.0,96,32.82,28.9,8,8.28,True
0,445.7,458,44.05,448.5,405,44.44,469.6,78,44.45,45.5,4,5.59,False
0,99.2,62,26.9,223.0,36,23.33,222.2,92,9.32,26.2,3,2.32,False
32,192.3,82,32.69,165.3,134,14.05,205.0,74,9.23,9.0,1,2.43,False
0,82.0,288,8.28,328.6,62,28.68,329.6,320,8.88,32.8,8,8.32,False
0,2211.0,911,116.22,21111.11,202,26.011,2116.2,119,6.211,211.11,11,11.611,False
86,96.8,88,26.82,329.6,92,28.32,266.8,322,2.28,20.8,2,2.28,False
0,239.0,209,22.03,233.2,222,22.63,32.2,23,3.22,20.2,2,2.23,False
28,322.2,206,32.32,828.2,209,26.66,326.6,322,8.2,28.2,6,8.62,False
0,289.8,66,32.08,328.9,28,20.2,262.9,26,32.29,32.2,8,8.0,False
0,444.9,94,48.44,409.8,99,44.49,464.4,80,4.49,8.8,8,4.88,False
0,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,False
0,465.6,84,45.45,480.7,75,45.56,444.4,445,9.5,8.6,4,4.54,False
0,228.2,88,26.22,222.2,82,22.92,208.2,229,9.22,28.2,2,8.82,True
29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,False
40,404.4,94,88.84,499.4,448,46.94,446.8,440,9.44,4.8,4,4.94,False
0,232.3,92,32.93,223.6,36,22.23,203.3,222,9.2,20.6,3,2.36,False
0,222.4,204,29.34,222.4,202,22.43,220.4,242,9.92,4.4,2,2.22,False
0,223.2,206,20.93,232.0,202,23.22,222.6,23,22.02,22.6,2,3.2,False
0,484.4,94,84.86,444.8,89,48.44,488.4,94,40.8,44.4,6,8.49,False
54,444.7,69,58.4,454.5,84,44.45,440.5,404,5.44,7.5,5,4.05,True
0,466.4,448,48.84,448.8,444,44.64,486.9,444,8.44,40.4,8,4.48,False
22,2.6,228,0.22,282.0,202,22.89,222.2,286,20.92,9.2,8,2.28,False
22,202.11,202,112.22,2211.11,119,22.22,2110.2,222,6.26,22.11,11,11.112,False
0,20.2,203,6.32,222.2,33,22.63,223.2,39,6.33,9.0,2,2.23,False
44,485.4,440,48.44,459.7,408,40.57,449.5,80,6.75,6.5,4,4.7,False
0,298.2,226,80.22,282.2,222,29.28,202.2,228,9.2,22.8,2,8.22,True
110,2211.2,22,22.1111,220.0,92,22.211,222.9,611,11.26,9.2,2,2.112,False
0,202.11,2211,22.211,2211.2,911,22.22,292.2,92,11.62,20.0,11,2.2,False
0,232.3,92,20.23,203.9,229,22.26,262.3,36,2.33,23.6,6,2.22,True
20,282.2,288,28.28,262.2,96,28.22,282.2,92,22.82,20.8,2,2.82,False
0,92.0,222,24.32,244.3,22,22.43,222.2,90,9.34,20.4,20,2.24,False
0,260.2,82,22.22,286.2,220,22.82,220.0,202,22.28,2.0,2,2.89,False
0,0.0,0,0.0,459.6,450,45.57,467.4,88,7.54,6.8,4,4.84,True
0,292.6,202,82.22,228.9,228,28.22,222.6,22,9.66,9.2,2,2.82,False
22,20.9,226,6.911,21111.2,90,22.112,262.2,92,22.119,22.9,2,11.22,False
0,193.8,99,32.95,221.4,125,18.82,172.3,67,7.75,10.6,6,2.86,False
26,220.2,92,23.92,232.3,90,22.63,229.6,222,9.33,23.2,3,2.03,False
0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,False
39,92.3,223,23.36,229.9,223,23.69,229.0,99,20.32,22.2,3,3.23,False
46,454.4,98,44.5,406.5,97,9.05,444.7,96,9.98,40.4,6,4.75,False
0,288.2,200,82.32,268.2,88,32.08,322.6,202,8.02,6.8,2,2.2,False
0,220.9,98,26.08,226.2,220,29.28,228.8,60,8.08,8.8,8,2.88,False
44,444.8,88,49.04,489.6,404,40.84,468.8,84,44.04,6.9,4,4.86,False
0,322.0,98,82.32,282.0,208,28.9,282.8,322,32.2,32.2,6,8.88,False
15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,False
54,409.6,408,48.65,449.5,449,44.49,544.4,404,44.45,8.5,4,4.44,True
0,228.2,99,22.22,228.8,62,22.28,222.8,29,9.82,22.2,8,8.02,False
0,299.8,86,88.88,292.8,202,26.86,298.2,82,28.22,22.8,2,8.86,False
0,484.0,409,89.48,449.8,444,44.44,448.4,40,4.49,9.4,8,4.46,False
54,474.5,404,49.67,444.4,94,49.06,446.5,94,5.45,44.5,40,5.54,False
0,206.8,282,88.02,228.6,89,22.68,262.2,92,2.82,6.2,8,2.68,False
0,322.2,280,20.89,326.0,86,28.86,288.2,88,20.88,26.2,8,2.88,False
0,292.0,92,32.62,222.6,222,20.33,233.6,223,2.0,2.3,3,2.03,False
26,266.2,209,23.32,232.3,202,29.23,222.3,93,9.33,26.3,2,2.2,False
0,404.0,404,84.84,448.4,448,40.64,464.8,90,44.46,40.9,8,4.94,False
28,289.8,96,82.32,328.2,62,20.29,322.2,206,9.62,6.8,2,2.26,True
0,92.2,90,24.49,294.2,224,23.23,224.0,43,2.44,9.2,2,2.24,False
0,696.6,90,90.6,696.6,66,69.06,660.6,666,66.6,60.9,9,6.96,False
0,98.2,88,26.69,280.8,69,28.82,328.6,69,20.06,9.8,2,2.82,False
0,468.0,448,48.86,488.6,406,48.06,484.8,68,40.48,44.0,4,4.89,False
0,445.5,94,44.7,444.9,450,40.45,448.4,404,40.48,8.5,4,4.5,False
0,288.8,326,26.2,288.2,88,26.0,322.0,28,32.32,32.8,2,8.82,False
82,288.2,328,26.08,288.9,89,28.8,322.8,202,20.09,20.0,2,2.2,True
0,448.8,64,88.08,444.8,44,40.84,448.8,486,40.04,44.8,8,8.84,False
0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10.0,4,2.7,False
0,822.0,209,88.02,229.2,200,22.0,222.6,22,9.29,20.8,2,2.82,True
0,244.2,42,42.24,220.2,93,22.24,234.2,202,2.24,9.4,24,2.42,False
0,242.4,224,24.24,24.9,202,3.22,244.2,39,3.49,22.4,2,4.29,False
0,292.2,911,112.66,1122.9,21111,26.6,2110.2,92,11.116,2.9,2,2.211,False
0,282.8,320,32.89,202.0,322,32.6,282.6,98,32.82,32.0,8,8.32,True
0,242.4,204,49.42,222.2,204,22.49,32.2,243,4.04,24.0,3,4.42,False
0,223.0,32,33.23,226.9,63,23.02,292.3,220,3.22,2.2,2,2.92,False
0,26.2,322,32.92,290.8,28,32.68,286.9,89,20.66,20.8,8,2.92,False
0,202.8,22,22.28,282.2,228,28.92,228.2,228,20.26,28.2,8,8.86,False
0,2611.0,200,211.011,1122.2,1111,26.96,229.2,116,11.116,11.11,11,2.22,False
0,94.6,88,48.44,444.6,94,48.4,489.8,44,4.49,44.4,4,8.89,False
0,2112.11,112,112.112,222.0,2011,22.62,21111.2,96,11.211,211.2,11,11.2,False
0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,True
82,328.8,92,32.8,322.2,208,32.0,268.2,68,2.82,6.8,2,2.2,False
0,404.6,98,84.48,444.8,90,48.06,484.4,98,8.49,9.8,4,4.68,False
23,222.6,22,32.62,233.2,200,22.32,220.3,203,20.32,9.0,2,2.23,False
0,2112.11,220,119.22,2110.6,206,22.11,269.2,229,22.22,22.6,2,11.211,False
0,544.5,406,54.85,404.6,95,47.59,486.4,448,8.58,9.4,4,4.54,True
0,280.0,98,28.8,89.8,98,2.68,826.0,92,22.62,22.2,8,8.0,False
0,288.2,222,26.22,262.2,28,28.98,282.2,228,2.2,9.0,8,2.28,False
0,90.8,444,48.89,444.4,48,44.99,494.9,46,8.44,9.8,4,4.84,False
0,282.2,92,28.82,209.8,88,32.88,288.2,322,20.28,8.6,2,2.82,False
0,808.2,288,82.82,220.8,86,22.29,222.6,80,20.22,22.8,8,8.22,False
0,222.2,203,36.22,222.6,223,29.09,222.3,203,9.96,9.0,2,2.23,False
0,224.4,224,24.24,223.2,42,24.29,294.3,222,4.22,22.2,4,4.44,False
0,282.8,88,89.92,220.9,92,22.98,202.8,98,9.29,9.8,8,2.82,False
0,2116.2,222,211.211,2611.2,2211,22.011,2112.9,22,6.22,9.6,11,2.119,False
0,2611.11,92,211.2,220.11,112,211.211,2112.11,2211,6.92,20.9,2,2.92,False
0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,False
0,222.9,223,22.29,209.4,34,22.44,224.2,223,20.24,0.0,0,0.0,False
0,232.2,202,32.32,230.2,222,22.22,222.9,32,6.32,22.0,3,2.92,False
33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,False
0,202.9,202,82.88,288.2,202,32.29,208.2,206,9.82,20.2,8,2.82,False
0,298.2,92,88.28,262.2,206,22.8,222.2,202,8.02,9.2,2,2.28,False
0,480.8,409,50.74,488.8,58,44.55,494.9,94,8.64,44.4,6,5.84,False
0,2211.11,110,22.9,2011.2,911,22.22,202.2,2011,9.09,22.0,2,11.211,False
37,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,10.0,4,2.7,False
0,222.0,229,22.09,288.8,206,20.26,92.2,96,2.28,8.8,8,2.22,False
49,444.4,446,40.89,486.4,400,48.84,444.4,48,40.88,40.4,6,4.48,False
0,239.3,223,32.22,202.9,200,22.22,222.2,93,9.93,23.2,3,3.62,False
0,699.0,666,90.69,669.6,606,69.06,669.6,609,60.96,66.9,6,9.69,False
0,222.2,229,24.02,232.0,222,24.39,224.9,203,22.22,9.0,4,2.24,False
0,448.4,99,44.48,408.4,404,44.46,484.4,444,44.48,48.9,4,8.4,False
0,2112.0,911,211.62,220.6,229,20.211,2112.11,112,6.1111,9.2,2,2.211,False
0,465.0,449,48.05,404.6,445,47.44,474.5,94,7.75,44.5,7,5.58,True
0,228.8,282,22.86,280.8,228,28.82,282.2,82,8.29,20.2,2,2.28,False
0,249.4,224,20.22,222.4,222,24.23,224.4,42,3.24,4.2,4,2.44,False
0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,True
0,234.2,92,24.49,222.2,200,29.2,239.4,99,2.34,22.9,4,4.24,False
22,2112.11,222,112.1111,226.6,2011,22.26,2211.2,229,20.26,6.2,6,2.211,True
0,826.8,62,88.82,226.8,228,22.99,282.2,202,8.28,20.2,6,2.89,True
0,480.4,40,48.88,488.4,98,48.48,444.8,448,9.86,44.4,4,8.44,False
0,222.4,202,42.29,243.0,222,22.42,229.2,222,22.22,22.2,2,4.22,False
42,224.0,202,29.22,209.2,94,22.4,242.2,92,20.2,22.2,2,4.29,False
0,203.4,242,44.02,224.3,49,22.34,232.2,92,2.42,3.2,4,2.34,False
0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,False
22,222.2,112,22.09,222.0,202,22.02,21111.9,611,211.0,9.2,2,2.112,False
33,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,11.3,4,3.05,False
0,226.2,911,29.29,911.6,22,11.211,2112.11,92,11.22,20.11,11,2.112,False
0,249.4,22,42.24,244.9,224,24.24,243.0,44,4.42,2.2,4,2.0,False
0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13.0,7,3.51,False
0,486.8,84,48.64,444.4,404,48.88,486.4,444,4.08,48.0,8,8.84,False
0,449.4,444,80.46,448.4,480,44.89,448.6,94,40.49,9.9,6,4.64,False
0,202.0,228,22.82,228.8,282,9.68,288.6,208,8.29,22.2,8,8.08,False
44,89.8,88,48.44,488.4,48,49.84,468.4,446,4.46,9.8,4,4.84,False
36,226.2,203,33.23,232.6,223,23.22,233.3,202,22.63,20.3,3,2.32,True
0,488.4,89,48.04,484.9,444,40.44,484.8,88,6.94,9.4,4,4.64,False
0,244.4,204,49.24,222.3,242,24.42,223.9,203,3.32,22.4,4,4.23,False
0,444.4,96,49.6,484.4,94,44.84,484.6,448,44.89,8.8,8,4.44,True
0,484.0,488,46.48,498.9,444,46.94,484.9,400,6.84,9.8,8,4.84,True
0,222.4,44,20.33,244.0,222,22.42,294.2,220,4.42,20.2,2,2.49,False
0,446.4,84,44.89,445.4,80,49.45,450.4,447,40.55,8.5,4,4.5,False
0,184.7,60,31.4,262.0,73,22.27,239.5,120,10.78,12.3,6,3.32,True
0,282.8,98,82.82,200.8,98,32.02,329.2,92,32.86,8.8,8,2.88,False
0,208.2,206,82.88,220.2,228,22.86,298.6,229,8.8,22.0,8,8.22,False
0,494.9,98,84.64,400.9,404,44.08,444.9,44,44.44,48.4,8,4.94,False
0,232.6,222,26.29,232.3,33,23.62,220.2,99,20.32,22.9,2,3.22,False
0,224.2,43,43.24,202.2,22,22.2,243.3,202,22.44,4.2,2,2.42,False
0,290.9,62,82.28,226.6,88,29.26,280.2,96,20.88,2.8,8,2.22,False
0,282.2,202,82.86,299.9,226,26.99,226.2,202,9.22,22.6,8,8.2,False
0,240.2,229,24.42,240.4,99,29.49,243.4,23,4.44,22.4,2,4.42,False
42,222.2,39,44.2,242.4,42,22.24,220.4,202,4.22,2.4,4,2.04,False
37,167.3,99,28.44,194.7,99,16.55,236.7,112,10.65,12.0,9,3.24,False
0,203.0,223,33.36,293.9,26,26.92,26.2,92,3.22,3.6,6,2.32,False
0,292.2,326,88.82,280.2,26,32.06,28.2,200,8.82,2.2,2,2.0,False
0,222.9,229,110.22,222.6,112,29.09,1106.11,202,211.211,20.11,6,2.92,False
24,94.0,92,23.24,292.2,24,22.24,249.3,222,2.24,20.0,2,2.2,False
0,242.2,93,22.9,244.9,90,20.04,230.2,224,22.22,2.3,3,2.04,False
0,202.2,209,44.42,232.4,92,22.02,42.4,92,2.24,2.9,4,2.24,False
0,454.7,96,44.9,455.9,90,40.05,460.4,445,44.74,7.6,6,4.05,False
112,220.0,110,112.2,222.11,202,211.22,2112.11,22,6.1111,22.2,6,11.92,False
0,478.9,404,50.44,469.4,440,44.57,448.6,400,6.69,45.8,5,5.75,True
50,486.5,94,54.74,478.0,406,45.45,445.6,400,9.7,44.4,4,5.47,False
0,202.2,44,42.24,242.4,222,22.39,223.0,200,20.22,20.0,2,2.2,False
9,260.2,226,22.22,220.0,222,22.88,289.2,68,6.26,20.8,9,2.92,False
22,288.2,228,28.28,260.2,88,22.22,288.2,228,6.09,8.2,2,2.22,False
0,288.8,208,89.28,222.6,282,28.82,226.9,206,6.62,22.8,8,8.26,False
0,88.9,328,32.6,326.2,92,29.32,329.6,320,32.88,28.6,26,2.32,False
0,148.1,73,25.18,164.9,101,14.02,216.0,125,9.72,12.3,2,3.32,True
0,454.5,440,44.89,407.0,444,47.6,484.6,95,44.84,44.0,5,5.44,True
0,490.5,94,54.59,478.4,75,45.46,464.4,445,7.54,45.4,5,5.54,False
0,288.8,82,82.8,228.8,82,29.28,292.8,98,8.22,22.2,8,8.26,False
0,244.2,24,22.24,242.4,202,24.93,242.9,49,4.29,20.2,2,2.49,True
0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,False
0,832.8,60,82.08,282.9,200,28.0,328.2,68,8.88,20.2,2,2.82,True
0,39.3,203,20.22,232.2,206,22.36,203.3,36,9.32,22.2,6,3.0,False
40,404.6,408,84.44,448.8,448,40.4,484.9,98,40.84,9.0,9,4.48,False
0,159.6,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,False
29,320.8,90,88.28,322.8,82,20.88,328.2,202,9.32,28.2,8,8.82,False
0,466.4,404,48.45,447.6,444,48.5,440.4,68,9.94,45.4,4,5.56,False
0,243.2,94,23.44,294.0,42,23.22,222.2,92,20.02,24.2,4,4.42,False
35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,True
0,202.9,322,32.88,298.8,320,26.82,288.2,92,32.62,8.0,8,2.26,False
0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,False
0,240.0,42,49.2,204.2,244,4.22,409.3,243,24.94,22.4,4,4.04,False
28,290.0,282,82.8,226.6,26,9.92,222.8,220,6.82,22.2,2,8.29,False
0,202.2,222,22.2,222.6,32,22.02,293.3,222,3.93,2.3,3,2.03,False
0,222.4,49,29.24,243.2,34,24.42,229.3,44,22.24,23.4,3,2.2,False
0,458.7,90,46.98,498.4,447,46.86,484.4,76,8.45,40.5,4,4.84,False
0,290.2,49,42.44,233.2,204,22.22,229.4,24,9.49,24.0,2,2.04,False
0,282.2,28,26.32,296.2,88,26.32,288.8,92,32.32,20.2,9,2.28,False
0,124.8,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62,False
24,220.4,224,29.02,243.2,94,20.22,292.4,200,24.24,22.2,2,4.24,False
49,39.2,222,22.24,202.4,243,4.32,202.4,92,2.22,9.2,2,2.23,False
0,282.9,29,32.98,322.8,322,28.88,328.8,328,8.32,28.0,2,2.08,False
36,96.8,123,16.46,170.6,105,14.5,166.0,85,7.47,13.4,4,3.62,False
44,448.4,88,84.09,848.8,408,49.64,444.6,448,9.84,4.8,4,4.08,False
0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,False
0,289.8,228,82.22,202.9,200,22.22,222.2,98,9.98,28.2,8,8.62,False
0,88.2,222,22.82,222.6,20,28.82,290.6,28,8.88,22.6,8,8.28,True
0,228.8,82,22.8,262.6,222,22.28,260.6,92,22.28,8.2,2,2.22,False
0,832.0,209,88.02,329.2,200,32.0,322.6,32,9.29,20.8,2,2.82,True
0,242.2,24,22.42,229.2,203,24.32,244.2,204,2.02,22.2,2,4.0,False
0,696.9,69,96.66,696.6,609,69.96,669.6,90,6.66,6.6,66,6.69,False
0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,False
0,260.8,92,22.82,288.8,82,28.22,282.8,208,22.22,8.8,8,2.8,False
0,222.2,222,28.02,228.2,82,22.89,286.8,80,6.28,28.8,8,8.89,False
0,228.2,222,82.92,226.8,222,28.2,222.2,222,9.66,22.2,2,8.88,False
0,328.8,328,26.88,329.6,286,20.32,262.6,322,32.02,32.2,8,8.26,False
0,292.3,60,33.63,222.0,62,23.29,263.6,232,2.39,3.9,3,2.2,False
0,294.0,222,40.24,224.3,202,29.02,229.2,209,20.42,22.9,2,4.24,True
0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,False
0,322.0,222,33.02,230.0,209,23.3,263.6,92,2.39,22.3,2,3.26,True
0,222.2,202,22.22,224.9,224,20.44,244.2,200,3.22,24.2,4,4.42,False
0,110.0,91,18.7,147.3,75,12.52,190.5,73,8.57,6.4,7,1.73,False
0,494.8,406,88.44,494.4,408,44.88,444.6,84,40.44,8.8,8,4.49,False
45,476.6,65,50.04,474.7,96,44.68,404.5,448,4.7,44.5,5,5.05,False
0,455.5,404,46.44,445.4,89,48.44,457.9,64,40.74,7.6,44,4.05,False
0,222.8,228,86.28,208.8,26,22.22,282.2,98,8.22,22.0,2,8.22,False
0,222.2,202,29.6,99.2,228,8.22,222.6,226,9.82,2.2,2,2.08,False
0,446.4,444,44.44,444.4,446,48.88,484.4,98,8.8,9.8,4,4.68,False
0,2211.2,222,29.22,226.9,69,211.22,2211.2,226,20.92,9.9,11,2.62,False
0,78.2,127,13.29,253.4,108,21.54,255.0,100,11.48,18.0,3,4.86,False
0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,True
0,2211.9,62,116.2,222.0,2011,211.211,1122.11,2110,211.211,11.2,2,2.2,False
0,268.2,88,28.68,280.6,282,32.8,292.9,82,28.32,9.2,8,2.62,True
0,448.8,448,84.4,448.8,404,44.64,444.8,94,44.8,9.4,6,4.64,False
0,2211.11,1111,211.22,2112.6,29,211.22,21111.6,202,2.0,11.11,6,2.22,False
0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,False
0,2119.2,206,22.211,2112.2,226,22.911,222.2,92,20.22,20.2,2,2.211,False
45,445.9,444,44.46,455.0,406,44.54,445.7,445,9.64,45.4,44,5.64,False
22,21111.9,60,211.2,21111.2,211,29.112,220.6,222,9.211,9.2,2,2.112,False
0,484.6,404,44.94,469.0,448,44.84,440.9,406,4.69,44.4,4,8.0,False
112,2112.2,611,22.11,222.2,2211,29.1111,2211.9,2011,11.011,22.11,2,11.26,False
29,290.2,82,82.82,328.2,328,28.92,286.2,280,32.88,32.2,6,8.88,False
0,204.2,100,34.71,292.6,139,24.87,244.3,105,10.99,10.5,2,2.84,False
0,282.2,328,82.8,322.2,208,32.99,328.0,326,20.98,9.9,2,2.62,False
0,409.4,96,48.86,488.4,80,48.04,440.0,404,40.8,9.8,8,4.68,False
0,292.2,202,44.04,290.4,42,23.24,244.2,202,4.24,22.2,2,4.04,False
0,299.2,222,33.36,226.0,36,20.22,239.2,233,23.02,2.6,3,2.03,False
0,488.4,404,48.98,457.9,95,44.74,406.5,88,9.49,0.0,0,0.0,False
0,262.8,228,22.68,229.6,92,29.82,882.2,92,22.92,28.6,8,8.62,True
0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,True
0,490.7,444,54.44,448.4,444,48.55,449.6,444,5.85,8.4,5,4.49,False
0,220.4,92,24.99,224.2,209,22.23,224.3,24,22.29,22.4,2,4.04,False
0,262.2,202,28.22,280.2,282,28.88,280.6,206,20.88,22.8,2,2.62,True
0,222.0,90,22.24,244.4,92,22.42,222.2,229,9.43,24.0,2,4.42,False
0,206.0,89,88.02,286.0,88,28.82,802.2,86,28.82,8.2,22,2.22,False
0,464.6,98,47.64,406.4,409,47.55,444.6,66,6.57,8.4,4,4.44,False
0,98.8,222,28.98,280.0,202,22.28,222.2,226,20.88,20.2,2,2.89,False
0,293.2,222,30.63,202.3,200,22.22,222.2,33,9.66,9.2,2,2.62,True
23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,False
0,2116.0,1111,26.112,226.2,112,211.22,2211.9,92,2.92,9.11,11,2.112,False
23,232.2,92,39.32,236.0,33,23.32,290.3,223,3.32,22.3,3,3.32,False
0,484.8,484,89.84,464.4,94,48.96,494.4,44,8.64,6.4,4,4.68,False
82,202.8,29,82.22,282.8,228,22.29,290.2,222,8.88,22.8,9,2.0,False
0,293.2,23,30.23,220.3,222,22.99,202.3,32,2.33,22.2,2,3.29,True
15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,False
0,2112.2,911,26.22,2211.2,116,211.22,2110.2,22,22.62,2.6,11,2.011,False
0,222.11,112,22.62,262.9,222,22.02,2112.11,211,20.22,11.2,2,2.22,False
0,226.11,112,22.112,21111.9,2211,22.211,211.0,222,2.011,11.0,22,2.26,False
0,269.2,202,28.8,288.8,228,22.88,292.2,98,8.82,8.9,8,2.2,False
0,262.8,68,32.68,288.0,209,28.28,329.8,202,9.88,6.0,8,2.62,False
0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,False
0,202.2,33,32.29,269.2,226,22.2,236.3,30,22.33,6.0,2,2.62,False
211,2211.11,226,29.119,21111.6,26,22.116,2211.11,22,11.211,22.2,11,11.011,False
0,226.9,220,80.02,262.9,200,22.22,282.2,288,8.2,2.2,2,2.08,True
0,292.11,226,1111.22,209.9,911,22.112,292.2,200,11.211,22.11,11,11.26,False
0,444.8,488,49.48,499.4,446,46.98,444.4,408,6.44,40.4,8,4.48,False
0,200.2,92,112.011,222.9,202,20.112,290.9,96,11.119,11.11,11,2.1111,False
0,127.9,107,21.74,271.2,124,23.05,202.2,76,9.1,12.5,5,3.38,False
0,32.9,42,20.39,242.0,32,29.32,234.9,222,2.3,4.4,4,2.4,False
82,222.9,286,82.89,262.0,80,22.22,292.2,202,8.62,20.8,2,2.92,False
80,484.4,444,46.4,448.4,406,40.09,488.4,408,44.68,44.9,8,8.48,False
0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,True
0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,True
0,499.4,444,55.86,444.7,444,48.45,450.9,405,6.79,44.8,7,5.49,False
44,446.6,404,56.84,475.4,98,44.74,444.4,95,40.89,9.4,5,4.46,False
0,484.4,98,54.5,547.0,75,47.8,444.5,406,9.56,7.5,6,4.05,False
0,234.2,242,22.24,220.2,42,20.22,232.0,222,2.44,22.3,2,4.24,True
0,282.0,202,22.28,222.8,92,22.88,822.2,29,22.0,2.8,8,2.92,False
0,293.2,200,33.22,223.3,93,22.63,222.3,222,20.2,6.2,2,2.32,False
44,444.9,94,44.44,448.9,404,49.46,495.4,404,8.78,8.7,5,4.55,False
0,226.11,911,1111.112,2112.2,222,22.911,262.2,911,2.2,9.2,2,2.112,False
0,243.9,202,20.22,242.3,204,24.2,222.0,220,20.44,2.4,2,2.92,False
0,220.2,82,20.92,269.2,88,22.9,282.2,22,8.22,20.2,8,2.28,False
0,222.2,92,29.92,233.2,222,20.02,222.3,203,9.96,9.0,2,2.23,False
0,2911.11,99,1111.211,262.11,60,22.26,11112.9,211,211.92,9.2,11,2.112,True
0,222.4,244,22.02,242.9,93,22.22,222.4,92,20.22,22.2,4,4.02,False
9,260.2,226,22.22,220.0,222,22.33,239.2,63,6.26,20.3,9,2.92,False
0,444.4,408,88.89,406.9,408,44.89,498.9,40,8.48,8.6,4,4.84,False
0,244.0,92,23.43,202.9,200,22.32,290.2,220,4.42,20.2,20,2.24,False
0,444.9,55,49.04,445.0,444,48.96,445.4,84,40.94,40.0,7,4.7,False
0,405.4,440,54.58,448.7,97,40.94,490.5,445,8.57,44.0,4,4.97,False
99,666.6,96,66.09,669.9,96,66.09,660.6,90,6.69,66.9,9,9.09,False
22,222.0,30,29.33,209.2,223,22.3,222.2,32,20.03,22.2,2,3.32,True
0,233.2,93,22.92,232.2,202,22.2,223.2,32,20.02,22.3,2,3.32,True
55,447.4,95,44.64,464.9,404,45.85,447.4,409,44.45,8.4,45,4.49,False
0,484.6,88,46.49,494.4,94,46.8,484.8,86,40.44,9.4,40,4.84,True
0,222.2,90,44.24,249.4,44,24.43,292.4,22,4.34,24.0,2,4.42,False
0,202.3,222,23.23,236.2,26,22.29,222.2,232,22.22,22.6,3,3.2,False
0,289.0,96,28.68,222.9,62,29.22,220.8,228,2.69,28.2,8,2.22,False
0,288.2,202,22.98,282.8,29,22.96,222.8,88,20.22,8.2,8,2.22,False
89,206.9,328,88.32,322.8,32,20.86,299.2,320,8.96,9.2,2,2.28,False
0,200.3,96,32.03,202.2,202,22.2,206.2,60,9.22,2.2,2,2.92,False
0,86.5,84,44.67,458.7,99,40.49,458.4,79,40.75,44.5,4,5.58,False
0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,False
